SMILES,INCHIKEY,dHm
O=CC1=CC=C(CCCCCCCC2=CC=C(S2)C=O)S1,AYGJLSHWNOSLLR-UHFFFAOYSA-N,28.7
C=CCOC1=CC=C(C=C1)C#CC#CC1=CC=C(C=C1)C#N,AYHSIUDMVFUXFW-UHFFFAOYSA-N,20.06
CC1=CC=C(COC2=CC=C(C=C2C)C2=C(C)C=C(OCC(O)CO)C=C2)C=C1,AYJMCQKXFWWXSM-UHFFFAOYSA-N,24.6
[H]C1=C(C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C1=O)C([H])([H])[H],AYJXHIDNNLJQDT-UHFFFAOYSA-N,7.2
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,AYMUQTNXKPEMLM-UHFFFAOYSA-N,30.12
CCCCCCCCCCOC1=CC=C(C=C1)C#CC1=CC(C#CC2=CC=C(OCCCCCCCCCC)C=C2)=C(C=C1I)C#CC1=CC=C(OCCCCCCCCCC)C=C1,AYNXHJAMXJDLQS-UHFFFAOYSA-N,45.65
[H]C(O)(CC(O)=O)C1=CC=CC=C1,AYOLELPCNDVZKZ-UHFFFAOYSA-N,29.7263
CC[C@H](C)CC1=CC=C(C=C1)N=CC1=CC=C(OCCCCCCCCOC2=CC=C(C=NC3=CC=C(C[C@@H](C)CC)C=C3)C=C2)C=C1,AYQHDHLQFCMKFV-ZPGRZCPFSA-N,42.0
[H]C1=C([H])C(=O)C([H])=C([H])C1=O,AZQWKYJCGOJGHM-UHFFFAOYSA-N,18.72
CCCCCCCCCCCCOC1=CC=C2N=C(OC2=C1)C1=CC=C(C=C1)N=CC1=CC=CC=C1,AZTTZNWFMOJMMT-UHFFFAOYSA-N,60.1
CCCCCCCC[C@@H]1CO[C@H](SC1)C1=CC=C(C=C1)C#N,AZYIDFUZNJENPL-IEBWSBKVSA-N,26.1675
CN(C)S(=O)(=O)C1=CC=C(N)C=C1,BABGMPQXLCJMSK-UHFFFAOYSA-N,29.7
CCCCCC1CCC(CCCCC2=CC=C(OC)C=C2)CC1,BABYDCGJIFEQCZ-UHFFFAOYSA-N,23.5
CC(C(=O)OC)OC1=CC=C(C=C1)OC2=C(C=C(C=C2)Cl)Cl,BACHBFVBHLGWSL-UHFFFAOYSA-N,27.08
[H]C([H])([H])c1nc(c(s1)C([H])([H])[H])C([H])([H])[H],BAMPVSWRQZNDQC-UHFFFAOYSA-N,9.0
[H]C([H])=C([H])C(=O)OC([H])([H])[H],BAPJBEWLBFYGME-UHFFFAOYSA-N,9.73
CC(=NCC1=CC(Br)=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,BARRPYRBPKYASZ-UHFFFAOYSA-N,5.162000000000001
[H]C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],BAUZLFKYYIVGPM-UHFFFAOYSA-N,1.6
[H]N([H])C([H])([H])[H],BAVYZALUXZFZLV-UHFFFAOYSA-N,6.13
CCCCCCCCOC1=CC=C(C=CC2=CC=CC=N2=O)C=C1,BAXUCTGVMFTCHS-UHFFFAOYSA-N,24.3437
CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)Cl)O,BAZVSMNPJJMILC-UHFFFAOYSA-N,24.47
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2,BBEAQIROQSPTKN-UHFFFAOYSA-N,16.803
CC1=CC=C(C=C1N(=O)=O)C(O)=O,BBEWSMNRCUXQRF-UHFFFAOYSA-N,28.35
CCCCCCCCCCCCCCCCCCCCOC(=O)C1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O,BBIQHXYPFLGYCU-UHFFFAOYSA-N,75.3623
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],BBMCTIGTTCKYKF-UHFFFAOYSA-N,18.255
COC1=CC=CC(NC(=S)NC2=NC(C)=CC=C2)=C1,BBMXNYPIQQTAEA-UHFFFAOYSA-N,31.5
[H]c1c([H])c([H])c(I)c(I)c1[H],BBOLNFYSRZVALD-UHFFFAOYSA-N,14.01
CCCCCCCCOC(=O)C1=CC(OC(=O)C2=CC=C(OCC3CO3)C=C2)=CC=C1OC(=O)C1=CC=C(OCC2CO2)C=C1,BBQULRHKDRDFQC-UHFFFAOYSA-N,36.95
CN(C)C1=CC=C(NC2=CC=CC3=C2C(=O)C2=C(C=CC=C2)C3=O)C=C1,BBTDXIXJYKCOIM-UHFFFAOYSA-N,37.3
CCCCC1=C(NC(=NC1=O)NCC)C,BBXXLROWFHWFQY-UHFFFAOYSA-N,20.32
[H]OC(=O)c1c([H])c([H])c(F)c([H])c1[H],BBYDXOIZLAWGSL-UHFFFAOYSA-N,20.9
CCCCCCCCCCC(=O)OC1=CC=C(C=C1)C#CC#CC2=CC=C(C=C2)OC(=O)CCCCCCCCCC,BBZPTWIPPJLOMY-UHFFFAOYSA-N,36.2
OC[C@](O)(C1CCCCC1)C1=CC=CC=C1,BCBMRSQLCNPJFR-CQSZACIVSA-N,22.6087
C1=CC=C2C(=C1)C=CC3=C2OC4=CC=CC=C34,BCBSVZISIWCHFM-UHFFFAOYSA-N,20.9
FC1(F)C(F)(F)C(F)(F)C1(F)F,BCCOBQSFUDVTJQ-UHFFFAOYSA-N,2.77
C[C@@H](C1=C(F)C=NC=N1)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,BCEHBSKCWLPMDN-MGPLVRAMSA-N,33.8836
CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,BCFGMOOMADDAQU-UHFFFAOYSA-N,44.2773
CCCCOC1=CC=C(C=C1N(=O)=O)C(=O)OC1=CC=C(C=C1)N=CC1=CC=CC(C=NC2=CC=C(OC(=O)C3=CC=C(OCCCC)C(=C3)N(=O)=O)C=C2)=C1,BCFUQUTVJDKCJU-UHFFFAOYSA-N,47.48
C1=CC=C(C=C1)P(CCCCP(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4,BCJVBDBJSMFBRW-UHFFFAOYSA-N,45.3
[H]c1nc2c([H])c([H])c([H])c([H])c2o1,BCMCBBGGLRIHSE-UHFFFAOYSA-N,16.35
[H]C([H])([H])C(C#N)(C#N)C([H])([H])[H],BCMJJXWXMZYZKN-UHFFFAOYSA-N,4.05
CC(C)CCC[C@H](C)CCOC1=CC=C(C=C1)C(=O)OC1=CC=C(C=C1)C(=O)OC1=CC(=CC(OC(=O)C2=CC=C(OC(=O)C3=CC=C(OCC[C@@H](C)CCCC(C)C)C=C3)C=C2)=C1)C(O)=O,BCOFHQBEIBOHEU-YDAXCOIMSA-N,31.3
CCCCCCCCOC(=O)[C@@H](C)C1=CC2=CC=C(OC)C=C2C=C1,BCOFZMAHHLECQD-KRWDZBQOSA-N,29.3
[H]C(Cl)(Br)C(F)(F)F,BCQZXOMGPXTTIC-UHFFFAOYSA-N,4.84
CCCCCC1CCC(CCCCC2=CC=C(OCCC)C=C2)CC1,BCTMXPFUANLEMN-UHFFFAOYSA-N,33.3
CCCCCCCCCCC(CCCCCCCCCC)CCCCCCCCCC,BCWYKEQUGMQGAP-UHFFFAOYSA-N,71.13
COC1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O,BDACRXKSBPLSJG-UHFFFAOYSA-N,37.6
[H]OC([H])([H])C([H])([H])C([H])([H])[H],BDERNNFJNOPAEC-UHFFFAOYSA-N,5.385
[H]SC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],BDFAOUQQXJIZDG-UHFFFAOYSA-N,4.98
[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H],BDJRBEYXGGNYIS-UHFFFAOYSA-N,32.556999999999995
CCCCC=CCCCCCCCCCCCC(=O)O,BDLLSHRIFPDGQB-UHFFFAOYSA-N,55.62
[H]OC([H])([H])C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],BDLXTDLGTWNUFM-UHFFFAOYSA-N,11.4
CC(=NCC1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,BDXGSJVNRYLXKW-UHFFFAOYSA-N,5.593999999999999
[H]c1c([H])c([H])c(c([H])c1[H])C([H])([H])S(=O)(=O)C([H])([H])[H],BEARMXYKACECDH-UHFFFAOYSA-N,25.52
[H]N([H])c1c([H])c(F)c(F)c(F)c1F,BEECAQIHCYTZHC-UHFFFAOYSA-N,19.01
C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)O,BEQVQKJCLJBTKZ-UHFFFAOYSA-N,21.91
CCCCCCCCCCCCOC1=CC=C(C=C1)C1=CC=C(OCC2=CC=C(S2)C(=O)OC(C)CCCC)C=C1,BETFEIKKCJDKKR-UHFFFAOYSA-N,31.41
OC1=CC=C(C=C1)N=NC1=CC=CC=C1,BEYOBVMPDRKTNR-UHFFFAOYSA-N,27.13
CC1=CC(=C(C(=C1C)C)C)C,BEZDDPMMPIDMGJ-UHFFFAOYSA-N,11.537
CN1N=CC(=N1)C1=C(N=CN1C)C#N,BFAPREJNDCJVKN-UHFFFAOYSA-N,20.46
ClC1=CC=CC=C1N(=O)=O,BFCFYVKQTRLZHA-UHFFFAOYSA-N,18.11
CCCCCCCCCCOC1=CC(O)=C(C=NC2=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C2)C=C1,BFCRKTMVHSIPKI-UHFFFAOYSA-N,67.3
COC1=CC(=CC(=C1Br)OC)CC2=CN=C(N=C2N)N,BFCRRLMMHNLSCP-UHFFFAOYSA-N,49.9
CCCCCCCCCCCCOC1=CC=C(C=C1)C1=CC=C(OCC2=CC=C(S2)C(=O)O[C@H](C)CCCCC)C=C1,BFEARZPLLDCWRY-SSEXGKCCSA-N,19.61
OC([C@@H]1OC2(CCCCC2)O[C@H]1C(O)(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,BFEYEENPZZLVAX-FIRIVFDPSA-N,39.94
[H]c1c(c([H])c(c(c1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],BFIMMTCNYPIMRN-UHFFFAOYSA-N,12.93
FC(F)=C(F)F,BFKJFAAPBSQJPD-UHFFFAOYSA-N,7.71
[H]SC([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],BFLXFRNPNMTTAA-UHFFFAOYSA-N,0.61
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,BFPYWIDHMRZLRN-UHFFFAOYSA-N,27.57
[H]c1c([H])c2c([H])c(Cl)c(Cl)c(Cl)c2c(Cl)c1Cl,BFRRJXVSQTZQHM-UHFFFAOYSA-N,17.55
CCCCCOC1=C(C#N)C(C#N)=C(OC(=O)C2=CC=C(C=C2)[C@H]2CC[C@H](CCCCC)CC2)C=C1,BFRWJHRXTJQSKD-RQNOJGIXSA-N,33.9131
CCCCCCCC[C@H]1CO[C@@H](O[C@@H]1C)C1=CC=C(OC(=O)[C@H](F)CCCC)C=C1,BFTAIYHVWBBNJO-YTWNAQTBSA-N,38.2
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,BFZHCUBIASXHPK-ATWVFEABSA-N,25.4131
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,BFZHCUBIASXHPK-QJSKAATBSA-N,25.0827
CC(=O)C1CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C,BFZHCUBIASXHPK-UHFFFAOYSA-N,35.2
COC1=CC=C(C=NC2=CC=C(C=C2)C(=O)OC2=C(Cl)C=CC=C2)C=C1,BGBHHODGMVCFFO-UHFFFAOYSA-N,32.0
COC1=C2C=CC(=O)OC2=CC2=C1C=CO2,BGEBZHIAGXMEMV-UHFFFAOYSA-N,24.924
CCCCCCCCCCCCCC,BGHCVCJVXZWKCC-UHFFFAOYSA-N,43.835
[H][C@]12C[C@H](C[C@@]1([H])[C@]1([H])C=C3C(=O)[C@H](C)[C@H](CCC[C@H](CC)OC(=O)C[C@@]3([H])[C@]1([H])C=C2)O[C@H]1CC[C@@H]([C@@H](C)O1)N(C)C)O[C@@H]1O[C@@H](C)[C@H](OC)[C@@H](OCC)[C@H]1OC,BGJKEFQOCDQIRU-MFVSTLPLSA-N,29.8396
[H]C1([H])OC([H])([H])OC([H])([H])O1,BGJSXRVXTHVRSN-UHFFFAOYSA-N,15.1
[H]C(=O)c1c([H])c([H])c(c([H])c1[H])N(C([H])([H])[H])C([H])([H])[H],BGNGWHSBYQYVRX-UHFFFAOYSA-N,19.07
CC(C)(C)C1=CC(O)=CC=C1O,BGNXCDMCOKJUMV-UHFFFAOYSA-N,27.74
CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,BGRJTUBHPOOWDU-UHFFFAOYSA-N,46.15
O=C(OC1CCCCC1)C(C(=O)OC1CCCCC1)(C(=O)OC1CCCCC1)C(=O)OC1CCCCC1,BGTDOQVPTJQHPT-UHFFFAOYSA-N,71.1756
[H]C1([H])C(=O)C([H])([H])C([H])([H])C1([H])[H],BGTOWKSIORTVQH-UHFFFAOYSA-N,11.4
[H]c1c([H])c([H])c(c(F)c1[H])C(F)(F)F,BGVGHYOIWIALFF-UHFFFAOYSA-N,10.7
[H]C([H])([H])C([H])([H])C(C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],BGXXXYLRPIRDHJ-UHFFFAOYSA-N,10.06
C1COCCOCCOCCOCCOCCOCCOCCO1,BGYBONWLWSMGNV-UHFFFAOYSA-N,34.5
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CCC(=O)OCC(COC(=O)CCC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C)(COC(=O)CCC3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C)COC(=O)CCC4=CC(=C(C(=C4)C(C)(C)C)O)C(C)(C)C,BGYHLZZASRKEJE-UHFFFAOYSA-N,65.95
[H]N([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H],BHAAPTBBJKJZER-UHFFFAOYSA-N,18.53
CCCCCCCCOC1=CC=C(C=C1)C1=CC=C(OCC2=NC=C(C=C2)C(=O)OC(C)CCCCC)C=C1,BHAKRHKWQBEIAO-UHFFFAOYSA-N,35.32
[H]c1c(n([H])c2c([H])c([H])c([H])c([H])c12)C([H])([H])[H],BHNHHSOHWZKFOX-UHFFFAOYSA-N,15.72
[H]C([H])([H])C(F)(F)Cl,BHNZEZWIUMJCGF-UHFFFAOYSA-N,2.69
CCCCC(CC)CN1C(=O)C(=C/C2=CC=C(S2)N(CCCC)CCCC)C(C)=C(C#N)C1=O,BHRNTZLZWNNNKO-UHFFFAOYSA-N,27.57190000000001
CCCCCCCCCCOC1=CC=C(C=C1)C1=CC(C(=O)OCC2COCCOCCO2)=C(C=C1)C1=CC=C(OCCCCCCCCCC)C=C1,BHTCRYWQTGOLCO-UHFFFAOYSA-N,61.6
OCC1=CC=C2OCOC2=C1,BHUIUXNAPJIDOG-UHFFFAOYSA-N,18.05
CN1C=C(C)C(=O)N(C)C1=O,BHWQEVXICGSHEW-UHFFFAOYSA-N,16.1
OC(C(O)=O)C1=CC=C(Br)C=C1,BHZBRPQOYFDTAB-UHFFFAOYSA-N,17.8
O[C@H](C(O)=O)C1=CC=C(Br)C=C1,BHZBRPQOYFDTAB-ZETCQYMHSA-N,17.2
CCCCOCCOCCOC1=CC=C(C=C1)C1=CC=C(OCC2=CC=C(C=C2)C(=O)OCCC)C=C1,BIHQKCXPUOFOOF-UHFFFAOYSA-N,17.2359
N#CC1=C(OCC2CO2)C=CC=C1,BIJYXIOVXFBJEP-UHFFFAOYSA-N,25.396
N#CC1=C(OC[C@@H]2CO2)C=CC=C1,BIJYXIOVXFBJEP-VIFPVBQESA-N,27.6825
CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,BILPUZXRUDPOOF-UHFFFAOYSA-N,111.83
CCCCCCCCC=CCCCCCCCCCC(=O)O,BITHHVVYSMSWAG-UHFFFAOYSA-N,49.7
[H]C1([H])C([H])(Cl)C([H])(Cl)C2([H])C1([H])C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,BIWJNBZANLAXMG-UHFFFAOYSA-N,23.15
[H]N([H])c1c(Cl)c([H])c(c([H])c1Cl)[N+]([O-])=O,BIXZHMJUSMUDOQ-UHFFFAOYSA-N,29.48
[H]OC(=O)C([H])([H])C([H])(O[H])C(=O)O[H],BJEPYKJPYRNKOW-UHFFFAOYSA-N,29.03
CCCCCCCCOC1=C(Br)C=C(C=C1)C1=CC=C(OCC2=CC=C(C=C2)C(=O)OC(C)C)C(Br)=C1,BJFXQIHOPNDPNK-UHFFFAOYSA-N,17.138900000000003
[H]OC([H])([H])C(=O)C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])([H])O[H],BJHIKXHVCXFQLS-UHFFFAOYSA-N,27.925
CCCCCCCCCCCCCCCCCCCCCCCCCCC,BJQWYEJQWHSSCJ-UHFFFAOYSA-N,61.31
CCCCCCNC(=O)CCCCC(=O)NCCCCCC,BJRDIUUDPYIWGK-UHFFFAOYSA-N,40.79
[H]N([H])c1c(F)c([H])c(F)c([H])c1F,BJSVKBGQDHUBHZ-UHFFFAOYSA-N,16.91
CCCCCCOC1=CC=C(C=C1)C1=CC=C(CCCCCCC2=CC=C(C=C2)C2=CC(OCCCCCC)=CC(OCCCCCC)=C2)C=C1,BKAWGLMWIMXFRB-UHFFFAOYSA-N,25.59
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],BKIMMITUMNQMOS-UHFFFAOYSA-N,14.573
CCCCCCCOC1=C(C)C=C(C=C1C)C(=O)OC1=CC=C(C=C1)C1=CC=C(OC(=O)[C@H](C)OCCCCCC)C=C1,BKMGCXULGSLMGC-LJAQVGFWSA-N,44.3351
[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],BKOOMYPCSUNDGP-UHFFFAOYSA-N,7.59
CCCCCCOC1=CC=C(C=C1)C1=CC=C(OC(=O)C2=CC=CC=C2)C=C1,BKVBAEWFHCHARU-UHFFFAOYSA-N,35.0
CC1=C(O)C(=CC=C1)C(C)(C)C,BKZXZGWHTRCFPX-UHFFFAOYSA-N,17.32
OC[C@@](O)(C1CCCCC1)C1=CSC=C1,BLAVQZDMAFVGKB-GFCCVEGCSA-N,19.6779
OC[C@](O)(C1CCCCC1)C1=CSC=C1,BLAVQZDMAFVGKB-LBPRGKRZSA-N,19.6779
CC(C)(CO)[C@H]1OC(C)(C)OC1(C1=CC=CC=C1)C1=CC=CC=C1,BLBFUQIXCMNHFG-GOSISDBHSA-N,36.3806
C(CCCOC1=CC=CC=C1)CCOC1=CC=CC=C1,BLBMCHWSWYHXFF-UHFFFAOYSA-N,56.0
CCOC(=O)C1=CC=C(N)C=C1,BLFLLBZGZJTVJG-UHFFFAOYSA-N,24.08585
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],BLFRQYKZFKYQLO-UHFFFAOYSA-N,21.83
CCCCCCCCCCCCC1CCCCC1,BLRBGKYYWDBAQQ-UHFFFAOYSA-N,45.84
[H]c1c([H])c2c([H])c([H])c([H])c([H])c2n1C([H])([H])[H],BLRHMMGNCXNXJL-UHFFFAOYSA-N,10.9
CC1=CC=CC2=C1C3=C(C=C2)C4=CC=CC=C4C=C3,BLVHWJCLSMYFMT-UHFFFAOYSA-N,18.3
CC(=O)C1=CC=C2OCOC2=C1,BMHMKWXYXFBWMI-UHFFFAOYSA-N,26.23
[H]N1C(=O)C(=Nc2c([H])c([H])c([H])c([H])c12)C([H])([H])[H],BMIMNRPAEPIYDN-UHFFFAOYSA-N,33.4
CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,BMKDZUISNHGIBY-UHFFFAOYSA-N,44.98
[H]N(C(=O)N(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c(Cl)c([H])c1[H],BMLIZLVNXIYGCK-UHFFFAOYSA-N,29.38
CC1=CC=C(NC(=S)NC2=NC(C)=CC=C2)C=C1,BMUBHKHHBKRYAX-UHFFFAOYSA-N,47.20000000000001
C1CC2=CC=CC=C2C(=O)C3=CC=CC=C31,BMVWCPGVLSILMU-UHFFFAOYSA-N,17.15
[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],BMVXCPBXGZKUPN-UHFFFAOYSA-N,25.04
CCCCCCCCOC1=CC=C(C=C1)C1=CC=C(OCC2=NC=C(C=C2)C(=O)OC(C)CC)C=C1,BNKQJSGTDSEQNH-UHFFFAOYSA-N,11.45
CCCCCCCCCOC(=O)C1=CC(OC(=O)C2=CC=C(OCC3CO3)C=C2)=CC=C1OC(=O)C1=CC=C(OCC2CO2)C=C1,BNNRMWWYLGMFEC-UHFFFAOYSA-N,34.66
[H]C([H])([H])OC(=O)C([H])(C(=O)OC([H])([H])[H])C(=O)OC([H])([H])[H],BNOIMFITGLLJTH-UHFFFAOYSA-N,18.2
[H][C@@](O)(C(O)=O)[C@@]([H])(O)C1=CC=CC=C1,BNOUUNAFHCJIJD-YUMQZZPRSA-N,23.4461
CC1=CC=CC=C1COC1=CC=C(C=C1)C1=C(C)C=C(OCC(O)CO)C=C1,BNPIZVFTVKHJNG-UHFFFAOYSA-N,25.1
[H]C1([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C1([H])[H],BNRNAKTVFSZAFA-UHFFFAOYSA-N,1.4
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)Cl,BOCJQSFSGAZAPQ-UHFFFAOYSA-N,29.24
CC(C)(C)C1=CC(=C(C=C1)OP(=O)(NC)OC)Cl,BOFHKBLZOYVHSI-UHFFFAOYSA-N,21.98
OC1=CC=C(C=C1Cl)N(=O)=O,BOFRXDMCQRTGII-UHFFFAOYSA-N,20.88
CCCCCC1CCC(CC1)C1=CC=C(C=C1)C(=O)OC1=CC=C(OCC)C=C1,BOJBRLBJBXWHNZ-UHFFFAOYSA-N,26.7536
[H]N1C(=O)c2c([H])c([H])c([H])c(c2C1=O)[N+]([O-])=O,BONIIQYTWOPUQI-UHFFFAOYSA-N,34.0
FC(F)(F)C(Cl)(Cl)Cl,BOSAWIQFTJIYIS-UHFFFAOYSA-N,4.11
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,BOVGTQGAOIONJV-UHFFFAOYSA-N,44.2
C1=CC=C(C=C1)C=NNC2=CC=CC=N2,BPECCKRJFULQIS-UHFFFAOYSA-N,29.0
[H]N(C(=O)C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1C([H])([H])[H],BPEXTIMJLDWDTL-UHFFFAOYSA-N,21.7
BrC1=CC=C2N(CCCN3C4=C(C=C(Br)C=C4)C4=C3C=CC(Br)=C4)C3=C(C=C(Br)C=C3)C2=C1,BPLROQVSGAHNGZ-UHFFFAOYSA-N,43.5
[H]c1c([H])c(c(Cl)c(c1[H])[N+]([O-])=O)[N+]([O-])=O,BPPMIQPXQVIZNJ-UHFFFAOYSA-N,18.95
CCCOC1=CC=C(C=C1)C#CC1=CC=C(OCCC)C=C1,BPVXJALGWNKQEK-UHFFFAOYSA-N,34.457300000000004
FC(F)(F)C(C1=CC=C(OC(=O)C2=CC=CC(=C2)N2C(=O)C=CC2=O)C=C1)(C1=CC=C(OC(=O)C2=CC(=CC=C2)N2C(=O)C=CC2=O)C=C1)C(F)(F)F,BPWUJYOARMPPFW-UHFFFAOYSA-N,117.0
CCC1=CC=C(C=C1)C#CC2=CC(=C(C=C2)F)F,BQBFWCWEKVUCLZ-UHFFFAOYSA-N,16.6
CC(=O)OC1=CC2=C(CC3=C(CC4=C(C2)C(OC(C)=O)=C(OC(C)=O)C(OC(C)=O)=C4)C(OC(C)=O)=C(OC(C)=O)C(OC(C)=O)=C3)C(OC(C)=O)=C1OC(C)=O,BQHIEVQXJPUDHQ-UHFFFAOYSA-N,61.0
CCCCC1=CC=C(C=C1)N=CC1=CC=C(C=C1)C(=O)OCCCCCOC(=O)C1=CC=C(C=NC2=CC=C(CCCC)C=C2)C=C1,BQKMSVUVRQLBRI-UHFFFAOYSA-N,32.3958
COC(=O)C1=C(C(=C(C(=C1C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC,BQLICNRRYLYEDI-UHFFFAOYSA-N,22.5
CC(C)COC1=C(C=C(C=C1)C1=NC(C)=C(S1)C(O)=O)C#N,BQSJTQLCZDPROO-UHFFFAOYSA-N,35.7194
CCN1C2=CC=C(C=NC3=CC=C(C=C3)C#N)C=C2C2=C1C=CC=C2,BQTASUJFTOGCCD-UHFFFAOYSA-N,35.839
CCCCCCC1=NC2=CC=C(OC(=O)C3=CC=C(OCCCCC)C=C3)C=C2C=C1,BQYFWFGHQUWOFC-UHFFFAOYSA-N,31.0
COC1=CC=CC2=C1CCCC2=O,BRCPWISABURVIH-UHFFFAOYSA-N,22.2
[H][C@@]12C3CCC(CC3)[C@]1([H])C(=O)OC2=O,BRHQMPOFCRGJCM-HYNHDVCUSA-N,6.15459
COC1=CC2=C(C=C1)C3=C(C=C2)OC(=C3)[N+](=O)[O-],BRRIJZQYTOFDAF-UHFFFAOYSA-N,28.7
C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2Br)Br,BRUOAURMAFDGLP-UHFFFAOYSA-N,27.85
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,BRUQQQPBMZOVGD-UHFFFAOYSA-N,32.17
[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@H](C4)[C@]1(O)CCC2=O,BRUQQQPBMZOVGD-XFKAJCMBSA-N,0.102
N#CC(CC1=CC=CC=C1)(C#N)C#N,BSADQACEIUPZKE-UHFFFAOYSA-N,29.29
[H]N([H])S(=O)(=O)c1c([H])c([H])c(OP(=S)(OC([H])([H])[H])OC([H])([H])[H])c([H])c1[H],BSBSDQUZDZXGFN-UHFFFAOYSA-N,26.21
C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O,BSJMWHQBCZFXBR-UHFFFAOYSA-N,35.0
[H]c1nc(c([H])c([H])c1[H])C([H])([H])[H],BSKHPKMHTQYZBB-UHFFFAOYSA-N,9.72
FC1=CC=C(OC(=O)CCCCCOC2=CC=C(C=C2)N=NC2=CC=C(OCCCCCC(=O)OC3=CC=C(F)C=C3)C=C2)C=C1,BSLGWQCCNXJVDO-UHFFFAOYSA-N,73.21
[H]Oc1c(Br)c([H])c(Br)c([H])c1Br,BSWWXRFVMJHFBN-UHFFFAOYSA-N,19.71
CC1=CC(=C2CCCC2=C1)C,BSYQUYXSAFIGLB-UHFFFAOYSA-N,12.88
C1=CC(=C(C(=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl)Cl,BTAGRXWGMYTPBY-UHFFFAOYSA-N,29.2
[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],BTANRVKWQNVYAZ-UHFFFAOYSA-N,5.97
